lookAtPositionX,lookAtPositionY,eyeBlinkLeft,eyeLookDownLeft,eyeLookInLeft,eyeLookOutLeft,eyeLookUpLeft,eyeSquintLeft,eyeWideLeft,eyeBlinkRight,eyeLookDownRight,eyeLookInRight,eyeLookOutRight,eyeLookUpRight,eyeSquintRight,eyeWideRight,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,noseSneerLeft,noseSneerRight,facePositionX,facePositionY,facePositionZ,faceEulerAnglesX,faceEulerAnglesY,faceEulerAnglesZ,leftEyePositionX,leftEyePositionY,leftEyePositionZ,leftEyeEulerAnglesX,leftEyeEulerAnglesY,leftEyeEulerAnglesZ,rightEyePositionX,rightEyePositionY,rightEyePositionZ,rightEyeEulerAnglesX,rightEyeEulerAnglesY,rightEyeEulerAnglesZ
0.9991575,0.9281575,0.30970985,0.5732441,0.0077711684,0.0,0.0,0.044113137,3.5196542e-12,0.30848092,0.57252884,0.113951534,0.0,0.0,0.044104807,3.5098487e-12,0.3098262,0.31190425,0.07978806,0.0,0.0,0.095616125,0.01766642,0.019891214,0.04814671,0.048734292,0.49296463,0.46770182,0.34742764,0.27963158,0.5243612,0.5104385,0.51699704,0.51515126,0.51413405,0.675094,0.4977459,0.4991767,0.48296046,0.51527786,0.51427066,0.67526436,0.5326695,0.5119341
0.37343186,0.6720708,0.2695728,0.5402357,0.039430145,0.0,0.0,0.052711718,1.2318096e-18,0.26783365,0.540287,0.08141156,0.0,0.0,0.05268344,1.2283785e-18,0.3328345,0.33374542,0.067988165,0.0,0.0,0.09851126,0.015536779,0.015425049,0.047511864,0.042971008,0.49090627,0.4694046,0.34453553,0.28262496,0.5254983,0.51253957,0.517027,0.515193,0.51422644,0.6650407,0.48854986,0.49607742,0.48292893,0.5153115,0.5143652,0.6652016,0.5234673,0.5080451
0.48096812,0.25911498,0.04440525,0.40103492,0.065358125,0.0,0.0,0.05085285,0.00017062621,0.043966524,0.4016313,0.057962254,0.0,0.0,0.050829094,0.000171827,0.4270306,0.4270332,0.035011325,0.0,0.0,0.08047468,0.011023515,0.011012232,0.041999392,0.03653945,0.490333,0.4707371,0.34324253,0.29196382,0.52255785,0.5119948,0.5170684,0.5152047,0.51429886,0.6226007,0.4805942,0.49514532,0.48288208,0.5153264,0.5144375,0.62276286,0.5171336,0.5042924
0.24197012,0.86584914,0.36495894,0.5843603,0.03785459,0.0,0.0,0.048998278,5.971584e-11,0.36193907,0.58435893,0.082401074,0.0,0.0,0.048924543,6.013616e-11,0.32123318,0.32187924,0.08090639,0.0,0.0,0.12677845,0.016450308,0.016167488,0.049910575,0.042889636,0.4900632,0.47063693,0.3436343,0.28357077,0.5238371,0.5125787,0.51706964,0.5152236,0.51431257,0.67850506,0.4890782,0.49592665,0.4828811,0.51534283,0.5144571,0.6786685,0.5235016,0.5087705
0.27336526,0.47750616,0.1823679,0.47720966,0.062041096,0.0,0.0,0.043394897,1.9233896e-17,0.18045846,0.47778612,0.06039999,0.0,0.0,0.043392055,1.9369246e-17,0.38673288,0.38664317,0.04526946,0.0,0.0,0.1013978,0.011953583,0.011648298,0.038866118,0.034693982,0.49019054,0.47068712,0.34376663,0.28486702,0.5247072,0.51282436,0.51707643,0.51524854,0.51433253,0.64587,0.48179874,0.49453542,0.48287448,0.515374,0.51448214,0.64604104,0.517613,0.5052946
0.097550154,0.8935266,0.37189668,0.58222675,0.065461636,0.0,0.0,0.046814676,6.1950375e-24,0.36727598,0.58293337,0.05440431,0.0,0.0,0.046770595,6.238633e-24,0.3194686,0.3196803,0.07204411,0.0,0.0,0.11655819,0.01655537,0.015765624,0.050786436,0.043883353,0.49060476,0.47016278,0.34478334,0.27469286,0.5233133,0.5128295,0.51707757,0.51525164,0.5143242,0.6778803,0.48116955,0.49300528,0.482876,0.5153811,0.514478,0.67805594,0.51549494,0.50576246
0.37430876,0.48025912,0.13712986,0.4230742,0.06253745,0.0,0.0,0.04875317,1.9953588e-30,0.13643327,0.42366666,0.060382277,0.0,0.0,0.048745494,2.0094019e-30,0.3395004,0.33926475,0.051893745,0.0,0.0,0.05419414,0.015023499,0.014199336,0.050185505,0.044440266,0.4904296,0.47071812,0.3440381,0.29561332,0.5219969,0.51227576,0.5170763,0.5152524,0.5143139,0.62935275,0.48154733,0.49511802,0.48287767,0.51538265,0.5144659,0.6295276,0.517837,0.5047259
0.83240104,0.49983138,0.2006391,0.4520406,0.0,0.041886803,0.0,0.051994268,6.4268453e-37,0.19927451,0.45060822,0.1636937,0.0,0.0,0.051991686,6.4720662e-37,0.32524094,0.32521272,0.061928995,0.0,0.0,0.05396705,0.015873512,0.016247991,0.05343648,0.044988565,0.49083197,0.47064617,0.34310362,0.29463565,0.5182688,0.5112615,0.51706177,0.51524085,0.51428336,0.6380946,0.5123206,0.50349164,0.48289314,0.51537144,0.5144357,0.6382705,0.54812187,0.5136332
0.31738257,0.712577,0.3319317,0.5036378,0.012934381,0.0,0.0,0.060263135,2.06e-43,0.32993087,0.50321496,0.107518375,0.0,0.0,0.06024598,2.07e-43,0.30736098,0.3073562,0.08126198,0.0,0.0,0.04618945,0.019575298,0.01905476,0.05580542,0.04991637,0.49083626,0.47058854,0.3436965,0.28976345,0.52033585,0.5138617,0.5170528,0.5152395,0.5142744,0.653942,0.4962122,0.4987955,0.48290282,0.51537144,0.5144304,0.6541198,0.5312755,0.5099499
0.6057281,0.52225465,0.26775894,0.47731152,0.0,0.014407841,0.0,0.06085478,0.0,0.2660911,0.47637188,0.13537344,0.0,0.0,0.060853954,0.0,0.33236346,0.33235174,0.06632301,0.0,0.0,0.04745641,0.01787173,0.017943406,0.055876233,0.04869426,0.49093765,0.47096938,0.34318385,0.29212487,0.5187743,0.5121775,0.5170457,0.5152347,0.5142583,0.6457417,0.5042621,0.50127876,0.48290566,0.5153674,0.5144147,0.6459205,0.53965396,0.51189804
