lookAtPositionX,lookAtPositionY,eyeBlinkLeft,eyeLookDownLeft,eyeLookInLeft,eyeLookOutLeft,eyeLookUpLeft,eyeSquintLeft,eyeWideLeft,eyeBlinkRight,eyeLookDownRight,eyeLookInRight,eyeLookOutRight,eyeLookUpRight,eyeSquintRight,eyeWideRight,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,noseSneerLeft,noseSneerRight,facePositionX,facePositionY,facePositionZ,faceEulerAnglesX,faceEulerAnglesY,faceEulerAnglesZ,leftEyePositionX,leftEyePositionY,leftEyePositionZ,leftEyeEulerAnglesX,leftEyeEulerAnglesY,leftEyeEulerAnglesZ,rightEyePositionX,rightEyePositionY,rightEyePositionZ,rightEyeEulerAnglesX,rightEyeEulerAnglesY,rightEyeEulerAnglesZ
0.020461023,0.8035117,0.22020295,0.22997127,0.0,0.05197371,0.0,0.35787722,1.3305443e-13,0.21839346,0.23046461,0.167735,0.0,0.0,0.36224395,1.1519667e-13,0.11102515,0.09841523,0.1284305,4.841722e-06,4.7756967e-06,0.06953591,0.03523452,0.034342606,0.1031082,0.08036548,0.49561137,0.54095995,0.37094003,0.6839645,0.512695,0.4707366,0.51611423,0.5144346,0.5129449,0.5704366,0.5158207,0.50224316,0.4836884,0.5148479,0.5131956,0.57091856,0.55082124,0.50724405
0.6897967,0.81553763,0.6249468,0.22980599,0.0,0.04985069,0.0,0.51590127,4.2855484e-20,0.58027124,0.23032743,0.16352402,0.0,0.0,0.5266329,3.7103707e-20,0.06982442,0.059295416,0.16126676,0.031991813,0.03478719,0.06549824,0.039591063,0.035195522,0.10084331,0.07162667,0.49807853,0.54005355,0.3707797,0.7047783,0.54001796,0.48240107,0.5161276,0.51444757,0.5129838,0.5702219,0.51507616,0.50213104,0.4836789,0.5148609,0.5132489,0.5706969,0.54945034,0.50702703
0.9826842,0.1104908,0.0023527837,0.12063675,0.03187321,0.0,0.0,0.13781552,0.120175645,0.0024053792,0.122070305,0.08697483,0.0,0.0,0.13832633,0.12541984,0.08359133,0.06750137,0.11680246,0.030512514,0.03200265,0.05113641,0.018163616,0.0146897165,0.06460998,0.056473795,0.49717817,0.54524267,0.3726672,0.6279887,0.54169583,0.46302515,0.5161586,0.5144411,0.5130028,0.53678966,0.49015725,0.49927452,0.4836522,0.5148561,0.51327175,0.537273,0.52636015,0.5019678
0.35198408,0.6841589,0.5676327,0.24018066,0.0,0.062663935,0.0,0.44438237,1.567586e-07,0.54375106,0.24054655,0.17540336,0.0,0.0,0.46558243,1.484208e-07,0.12333393,0.079580076,0.13586573,0.017372489,0.017452706,0.060276657,0.028125467,0.022670345,0.08338908,0.06589766,0.4953725,0.55123717,0.37421513,0.7046201,0.51954824,0.4650498,0.5161616,0.5144442,0.5130279,0.5734116,0.5189341,0.5027994,0.4836536,0.5148618,0.51329476,0.5738879,0.5529946,0.5078734
0.8504724,0.6493976,0.18826546,0.24358287,0.0580933,0.0,0.0,0.1369489,1.1774302e-12,0.18608034,0.24521646,0.060124774,0.0,0.0,0.13751277,1.0306208e-12,0.10335438,0.07931117,0.11988653,0.010928707,0.011123507,0.043051023,0.0206731,0.017292295,0.068345465,0.05578094,0.49675858,0.5636221,0.35638905,0.66850686,0.538203,0.48256823,0.5161569,0.51442426,0.5130076,0.57441556,0.48253933,0.4973825,0.48365274,0.5148475,0.513268,0.57491803,0.51824135,0.5027532
0.90922487,0.93851316,0.113270134,0.20262593,0.036770508,0.0,0.0,0.18126349,3.7923876e-19,0.11123144,0.20405716,0.08083157,0.0,0.0,0.18206272,3.3195316e-19,0.111884,0.083146,0.10827587,0.0041934056,0.0042456198,0.051857196,0.021945704,0.019129697,0.070848405,0.058482245,0.49596196,0.56333286,0.35753578,0.6866808,0.5345719,0.48521715,0.51615953,0.5144327,0.5130012,0.5618282,0.48887357,0.4986172,0.48365054,0.5148566,0.5132626,0.56232506,0.5245159,0.5030706
0.449466,0.7856053,0.064077325,0.1481825,0.016732184,0.0,0.0,0.3043861,0.00017202324,0.059099786,0.14952473,0.10112352,0.0,0.0,0.31255856,0.00017241028,0.18072887,0.15709014,0.085458964,0.00010379152,9.739391e-05,0.05187694,0.027193261,0.022095548,0.076643854,0.062613785,0.49376747,0.5604359,0.3580292,0.73976386,0.52055544,0.49380228,0.5161533,0.5144413,0.5129976,0.545196,0.49496478,0.4995436,0.48365417,0.51486725,0.5132577,0.5456901,0.5307985,0.50282043
0.3328461,0.39977312,0.09053089,0.20558204,0.0,0.06066506,0.0,0.123294026,0.00081245374,0.081435904,0.206139,0.176401,0.0,0.0,0.1242729,0.0008205646,0.06333968,0.05649941,0.11763439,0.005874238,0.0058597103,0.03938223,0.022838466,0.017191503,0.0626903,0.05593053,0.5002554,0.58774626,0.36709484,0.74506724,0.4554893,0.48639667,0.5161471,0.514438,0.5129953,0.5628337,0.51838416,0.50232196,0.48366097,0.5148616,0.5132507,0.5633245,0.5534514,0.5067926
0.33291203,0.9810452,0.17829296,0.19750603,0.0,0.012600356,0.0,0.32376334,1.6322868e-09,0.17430791,0.19849874,0.12984142,0.0,0.0,0.32943824,1.641128e-09,0.4226579,0.41874704,0.040810194,1.4529827e-06,1.4190832e-06,0.06947596,0.035165828,0.03328552,0.110015236,0.08846613,0.5047679,0.58640283,0.36598158,0.8171923,0.49772948,0.48156145,0.5161323,0.51442987,0.5129779,0.5602804,0.5037974,0.50046,0.48367572,0.51485,0.51322675,0.5607711,0.53934157,0.50480026
0.9005338,0.33276558,0.07570602,0.19451381,0.13474318,0.0,0.0,0.082234494,0.0,0.0737429,0.19677792,0.0,0.017397614,0.0,0.08227864,0.0,0.16629998,0.1377259,0.08431573,5.0851543e-13,4.966519e-13,0.03970731,0.018745912,0.014546919,0.0695662,0.061129544,0.5080446,0.591045,0.36859,0.73660487,0.53635913,0.4793341,0.51613986,0.5144196,0.5129759,0.55956084,0.4592461,0.4951278,0.48366517,0.5148431,0.51322615,0.5600558,0.4948369,0.49937686
