lookAtPositionX,lookAtPositionY,eyeBlinkLeft,eyeLookDownLeft,eyeLookInLeft,eyeLookOutLeft,eyeLookUpLeft,eyeSquintLeft,eyeWideLeft,eyeBlinkRight,eyeLookDownRight,eyeLookInRight,eyeLookOutRight,eyeLookUpRight,eyeSquintRight,eyeWideRight,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,noseSneerLeft,noseSneerRight,facePositionX,facePositionY,facePositionZ,faceEulerAnglesX,faceEulerAnglesY,faceEulerAnglesZ,leftEyePositionX,leftEyePositionY,leftEyePositionZ,leftEyeEulerAnglesX,leftEyeEulerAnglesY,leftEyeEulerAnglesZ,rightEyePositionX,rightEyePositionY,rightEyePositionY_40,rightEyeEulerAnglesX,rightEyeEulerAnglesY,rightEyeEulerAnglesZ
0.0,0.0,0.0,0.241623,0.0,0.027913505,0.0,0.09980926,0.043634262,0.0,0.2414462,0.1494891,0.0,0.0,0.09981245,0.043907054,0.36177507,0.36297047,0.026141522,0.0,0.0,0.05901412,0.025797477,0.022217719,0.0714139,0.07015774,0.43864536,0.5849257,0.24312174,0.5498235,0.5586144,0.5051019,0.5167667,0.5151119,0.5141846,0.57381576,0.50846237,0.50125843,0.48313585,0.515336,0.5141639,0.5740553,0.5451908,0.506733
0.0,0.0,0.0,0.23869792,0.0,0.030555129,0.0,0.098267175,0.055021454,0.0,0.23850824,0.15202884,0.0,0.0,0.09827324,0.055348855,0.3509531,0.35226712,0.026797624,0.0,0.0,0.059762783,0.02482611,0.021393258,0.06985396,0.068358384,0.43861482,0.58494914,0.24316448,0.55065715,0.55813223,0.50522566,0.51676935,0.5151106,0.5141853,0.5728747,0.50917596,0.5013469,0.4831355,0.5153354,0.5141649,0.5731151,0.5458959,0.5067497
1.0,1.0,0.020156158,0.29271963,0.0,0.07377005,0.0,0.17448096,0.007414412,0.01958301,0.29171422,0.19617003,0.0,0.0,0.17446947,0.00752437,0.33816156,0.3402667,0.036019925,0.0,0.0,0.07302546,0.030380577,0.024578704,0.08006849,0.07432676,0.5305272,0.5671058,0.23719937,0.5720659,0.39912134,0.54157096,0.5167679,0.51510304,0.51418495,0.58951306,0.5221368,0.50400454,0.4831392,0.5153234,0.51415914,0.5897469,0.5589288,0.5106661
1.0,1.0,0.021872336,0.31034347,0.0,0.06625725,0.0,0.15778247,0.0039019575,0.021260742,0.30931836,0.18908769,0.0,0.0,0.15777838,0.003944166,0.3439902,0.3459407,0.034643393,0.0,0.0,0.06908892,0.02893577,0.023966534,0.07717927,0.07179035,0.53058046,0.56753063,0.23733369,0.5679766,0.40074158,0.54117155,0.5167702,0.515099,0.5141845,0.59487885,0.520017,0.50384355,0.48313645,0.5153164,0.5141568,0.59510857,0.55686396,0.51092356
1.0,1.0,0.027629862,0.3139346,0.0,0.06295056,0.0,0.15833116,0.0016196854,0.026599938,0.31293523,0.18579084,0.0,0.0,0.15832454,0.0016316466,0.32336107,0.326028,0.036069077,0.0,0.0,0.07030319,0.029801875,0.024494633,0.079438664,0.07390876,0.53002256,0.5675628,0.23782974,0.5649873,0.4045263,0.54269344,0.5167702,0.515099,0.5141845,0.59599483,0.5189031,0.5036735,0.48313645,0.5153164,0.5141568,0.59622425,0.5557445,0.5108382
0.5,0.5,1.995266e-09,0.2592041,0.001456766,0.0,0.0,0.1767278,0.0618103,2.009399e-09,0.25923902,0.12150105,0.0,0.0,0.17667125,0.061980247,0.37050343,0.3720373,0.029113954,0.0,0.0,0.083546504,0.030552905,0.024407137,0.07953079,0.0752151,0.5314744,0.5683423,0.23793164,0.566092,0.40644625,0.5445446,0.5167782,0.51507413,0.514187,0.57927203,0.49960214,0.49993637,0.4831318,0.5152861,0.5141551,0.5794976,0.53668,0.505876
0.5,0.5,1.6519514e-10,0.2635391,0.0040486953,0.0,0.0,0.17192481,0.06635165,1.6636523e-10,0.26358303,0.11902146,0.0,0.0,0.17186944,0.066589646,0.36672926,0.36811897,0.028922927,0.0,0.0,0.08013489,0.0297488,0.023645049,0.07784005,0.07338231,0.5318889,0.56894296,0.23846593,0.56744176,0.40755773,0.5415991,0.51678175,0.515065,0.5141858,0.5803805,0.49879378,0.4998044,0.48313037,0.5152746,0.51415354,0.58060324,0.53589916,0.50583255
0.5,0.5,1.3677088e-11,0.26537955,0.0075219814,0.0,0.0,0.16976264,0.062129725,1.3773954e-11,0.26545995,0.11557192,0.0,0.0,0.16971087,0.06225776,0.3710153,0.3726914,0.029485159,0.0,0.0,0.08190909,0.029079916,0.023400092,0.0765029,0.072578035,0.5314823,0.5687239,0.23809198,0.566162,0.40971217,0.5421781,0.51678175,0.515065,0.5141858,0.5810728,0.49763158,0.49961257,0.48313037,0.5152746,0.51415354,0.5812955,0.53474313,0.5056944
0.0,1.0,0.015487483,0.2881198,0.023745203,0.0,0.0,0.31451908,0.022117194,0.015111845,0.28832686,0.09986065,0.0,0.0,0.3156029,0.022853877,0.2529377,0.25265604,0.060505327,0.0,0.0,0.08330608,0.039029155,0.02971603,0.10731977,0.09768326,0.49514225,0.5136397,0.33759162,0.57497054,0.5249431,0.45896724,0.51678103,0.5150465,0.5141787,0.58801556,0.49284497,0.49872738,0.48313242,0.5152497,0.51414585,0.58823043,0.5300129,0.5053483
0.0,1.0,0.020668032,0.2909836,0.039387412,0.0,0.0,0.31767252,0.01663989,0.020049822,0.29139146,0.08402368,0.0,0.0,0.3185767,0.017048009,0.2542228,0.25385955,0.061640643,0.0,0.0,0.08594293,0.040899307,0.030859366,0.107354514,0.09753888,0.49521214,0.51357967,0.3376315,0.5746558,0.52540576,0.45968127,0.51678103,0.5150465,0.5141787,0.58887804,0.4883346,0.49790448,0.48313242,0.5152497,0.51414585,0.5890924,0.52543366,0.50457835
1.0,0.5,0.0,0.18742663,0.007997819,0.0,0.0,0.25229108,0.1637415,0.0,0.18718249,0.11430974,0.0,0.0,0.25231713,0.16387999,0.29191872,0.29170224,0.050038643,0.0,0.0,0.058961023,0.02931748,0.025498398,0.08606456,0.07549298,0.49805087,0.51616466,0.33450723,0.564811,0.5403264,0.46229234,0.51673913,0.5149491,0.514079,0.5572813,0.49759498,0.49972326,0.4832151,0.51501095,0.5140397,0.55734444,0.53470176,0.50399417
1.0,0.5,0.0,0.19201885,0.012718691,0.0,0.0,0.25047538,0.16692546,0.0,0.19181785,0.10960971,0.0,0.0,0.25049412,0.16707765,0.26604447,0.26586273,0.05018598,0.0,0.0,0.057719097,0.029011365,0.025186395,0.08558458,0.07509086,0.49841005,0.5162894,0.3344578,0.56474006,0.5411607,0.46152416,0.5167456,0.514946,0.5140689,0.5587009,0.49607396,0.49953696,0.48320833,0.51501167,0.5140299,0.55876803,0.53316694,0.5039134
1.0,0.5,0.0,0.18880358,0.02054423,0.0,0.0,0.25371957,0.15231434,0.0,0.1886779,0.10154039,0.0,0.0,0.25373536,0.15249623,0.26768768,0.26737323,0.05040606,0.0,0.0,0.057452295,0.02959994,0.025425052,0.08548324,0.07470488,0.49844736,0.5164492,0.33427507,0.5652783,0.5425437,0.46056002,0.5167456,0.514946,0.5140689,0.5575858,0.49378216,0.49928072,0.48320833,0.51501167,0.5140299,0.55765295,0.53082716,0.50356805
1.0,0.0,0.0,0.11247486,0.11278145,0.0,0.0,0.24091078,0.4182454,0.0,0.112927996,0.010194874,0.0,0.0,0.24090897,0.41822037,0.269048,0.26904368,0.038702544,0.0,0.0,0.07024868,0.02556243,0.02429606,0.09010636,0.08580944,0.4967889,0.51967293,0.33393663,0.5374738,0.55028814,0.5130317,0.51676357,0.5149495,0.5140367,0.53442043,0.46563298,0.4976323,0.48319373,0.5150043,0.51399165,0.534478,0.5031045,0.5002144
1.0,0.0,0.0,0.10748316,0.10822836,0.0,0.0,0.24432689,0.40078092,0.0,0.10789005,0.014112281,0.0,0.0,0.24432176,0.40073428,0.27609277,0.27610293,0.038429398,0.0,0.0,0.07056435,0.0263295,0.02504029,0.09013864,0.08625364,0.4969867,0.51983833,0.33373097,0.5355829,0.54868,0.5125247,0.516758,0.5149429,0.51404405,0.53274333,0.46714666,0.49784702,0.48319498,0.5149946,0.51399446,0.53279716,0.5044343,0.5002913
1.0,0.0,0.0,0.10497454,0.110958315,0.0,0.0,0.24657178,0.38056332,0.0,0.10538922,0.011153935,0.0,0.0,0.24655268,0.38048074,0.26808867,0.2680997,0.039368425,0.0,0.0,0.06889644,0.02654218,0.024947774,0.09061629,0.0868185,0.49710476,0.5201308,0.33386022,0.53725666,0.5495741,0.51168585,0.516758,0.5149429,0.51404405,0.53213674,0.46610323,0.49782002,0.48319498,0.5149946,0.51399446,0.53219056,0.50333756,0.5002152
1.0,1.0,0.13783662,0.33667523,0.08368817,0.0,0.0,0.16787416,0.0,0.13779634,0.33714104,0.038499717,0.0,0.0,0.1678682,0.0,0.23609704,0.23606274,0.07218753,0.0,0.0,0.054133266,0.035927217,0.031787712,0.097906984,0.09249029,0.49694955,0.51776004,0.33397508,0.5299921,0.5571535,0.5032889,0.51675504,0.5149688,0.5140562,0.603078,0.4751021,0.4947955,0.4831884,0.515018,0.51399666,0.6031171,0.51164085,0.50243515
1.0,1.0,0.12846237,0.33057353,0.08135694,0.0,0.0,0.16240479,0.0,0.12835905,0.33099425,0.040702075,0.0,0.0,0.1623965,0.0,0.2111711,0.2109463,0.073407084,0.0,0.0,0.055525467,0.035459466,0.030426761,0.09779025,0.09033671,0.4971531,0.5179041,0.3336854,0.5310624,0.5564437,0.50323963,0.5167543,0.51498246,0.51405233,0.6011299,0.47575793,0.49503094,0.483185,0.5150304,0.5139897,0.60116726,0.51228225,0.5025193
1.0,1.0,0.1247987,0.33361647,0.073801175,0.0,0.0,0.15970722,0.0,0.12470732,0.33392617,0.0485228,0.0,0.0,0.1596966,0.0,0.19724582,0.19687127,0.075288564,0.0,0.0,0.055850428,0.034721456,0.029416496,0.098801695,0.0904036,0.49693674,0.517809,0.33381408,0.53054297,0.5571587,0.50329196,0.5167543,0.51498246,0.51405233,0.60195696,0.47801858,0.4954561,0.483185,0.5150304,0.5139897,0.60199434,0.5146027,0.50302035
0.5,1.0,0.08809973,0.29855847,0.07165471,0.0,0.0,0.15097971,0.0,0.087902755,0.29884553,0.050940942,0.0,0.0,0.15097255,0.0,0.15655282,0.15596268,0.0795057,0.0,0.0,0.059016533,0.03357568,0.02536868,0.09590274,0.08843695,0.49785325,0.5176508,0.33320734,0.5336631,0.5411275,0.47893158,0.51676273,0.5150067,0.51405394,0.59126854,0.47843233,0.4960201,0.48317432,0.5150594,0.51399636,0.59131396,0.5152544,0.5028168
0.5,1.0,0.08015485,0.2976889,0.06681202,0.0,0.0,0.158901,0.0,0.07992853,0.2979092,0.055508286,0.0,0.0,0.15889566,0.0,0.15133815,0.15077408,0.08121458,0.0,0.0,0.060148228,0.03388865,0.025716474,0.097869545,0.08971778,0.4979507,0.5176796,0.33321965,0.53730655,0.5411524,0.4792526,0.51676637,0.51502997,0.51406085,0.5910065,0.47979084,0.4962816,0.48317167,0.515082,0.5140027,0.591051,0.51653373,0.50304395
0.5,1.0,0.08877795,0.30239314,0.06707251,0.0,0.0,0.16726497,0.0,0.08839323,0.30261776,0.055213153,0.0,0.0,0.16725808,0.0,0.16441697,0.16387266,0.079420194,0.0,0.0,0.060837995,0.034657076,0.02637727,0.097545154,0.08934517,0.4979242,0.5176685,0.3334903,0.5394,0.53925174,0.48149472,0.51676637,0.51502997,0.51406085,0.5925871,0.47986364,0.49622914,0.48317167,0.515082,0.5140027,0.59263134,0.5165721,0.5031052
0.5,0.5,7.739468e-09,0.20846477,0.13002905,0.0,0.0,0.19744784,0.12985517,7.739289e-09,0.20927854,0.0,0.0075502656,0.0,0.19744854,0.12987876,0.21594264,0.21536988,0.05103578,0.0,0.0,0.050224613,0.029777385,0.022854647,0.09487451,0.08866225,0.4986614,0.5180954,0.33380795,0.5398569,0.5396169,0.47531804,0.51677245,0.5150596,0.51404303,0.56397134,0.46073174,0.4949537,0.48317292,0.51511174,0.513992,0.5640214,0.49782982,0.4997206
0.5,0.5,6.4077765e-10,0.20687373,0.11380586,0.0,0.0,0.20366938,0.11166044,6.407629e-10,0.2075306,0.008601644,0.0,0.0,0.20366862,0.111685574,0.21653615,0.21576743,0.051649284,0.0,0.0,0.05344552,0.030921325,0.023445318,0.09494014,0.088211894,0.49885565,0.5180434,0.33417767,0.5412045,0.5385913,0.47584423,0.5167697,0.51506376,0.5140383,0.5634258,0.46544,0.49559596,0.48317665,0.5151158,0.51398885,0.56347597,0.50252885,0.50032276
0.5,0.5,0.0001739107,0.23285186,0.09391155,0.0,0.0,0.18619996,0.033682384,0.00017321229,0.23335652,0.028044397,0.0,0.0,0.18620649,0.03403366,0.2128116,0.2123758,0.05376031,0.0,0.0,0.054570906,0.032280173,0.023959551,0.09636459,0.088694155,0.5019756,0.52060366,0.33276856,0.5349976,0.5194924,0.48202285,0.5167697,0.51506376,0.5140383,0.571232,0.4714628,0.49590907,0.48317665,0.5151158,0.51398885,0.5712809,0.5083453,0.5011978
1.0,0.5,2.7033926e-09,0.21799836,0.14567915,0.0,0.0,0.22265147,0.120259374,2.634887e-09,0.21900395,0.0,0.02282393,0.0,0.22243199,0.120237626,0.29687837,0.2964979,0.05237909,0.0,0.0,0.0654128,0.030530304,0.025472727,0.10546229,0.09025944,0.5896367,0.50697654,0.36423862,0.5114258,0.28479242,0.5160848,0.5167741,0.5150728,0.5140434,0.5668053,0.45575678,0.49406123,0.4831702,0.5151269,0.5139938,0.56685746,0.49293923,0.49905023
1.0,0.5,2.238234e-10,0.22163357,0.10317428,0.0,0.0,0.25336817,0.10051188,2.1815155e-10,0.22223872,0.02039438,0.0,0.0,0.25316158,0.10041555,0.3350705,0.33476028,0.05259987,0.0,0.0,0.07017858,0.033876352,0.028875822,0.110622056,0.09529273,0.58699703,0.50537664,0.36646155,0.50942236,0.28205195,0.5280688,0.5167781,0.51509035,0.51405287,0.56786436,0.46874133,0.49573395,0.48316526,0.5151478,0.51401037,0.5679213,0.5061262,0.5008373
0.5,0.0,0.0,0.13466752,0.20646207,0.0,0.0,0.21933444,0.17284939,0.0,0.13575234,0.0,0.08678939,0.0,0.21857055,0.1718865,0.32732853,0.3272969,0.04570157,0.0,0.0,0.05390765,0.02822334,0.025899626,0.097064935,0.094183356,0.5825731,0.50696164,0.36948076,0.46746182,0.26761013,0.52828825,0.51678586,0.5151001,0.5140548,0.54146266,0.4371578,0.49479073,0.48316053,0.5151594,0.5140218,0.54152423,0.47358662,0.49780238
0.5,0.0,0.0,0.13220397,0.18586807,0.0,0.0,0.22413458,0.28223327,0.0,0.1331512,0.0,0.06593703,0.0,0.22354516,0.28170642,0.32658237,0.32656983,0.042315975,0.0,0.0,0.055868935,0.028905088,0.025788398,0.09754557,0.09390256,0.5813875,0.5078473,0.36915207,0.47138608,0.26887172,0.52642924,0.51678586,0.5151004,0.51405436,0.54063797,0.4434139,0.49540073,0.48316076,0.5151597,0.5140217,0.5406996,0.4799255,0.49836278
0.5,0.0,0.0,0.11131373,0.15744618,0.0,0.0,0.23017675,0.2081574,0.0,0.111999676,0.0,0.037490312,0.0,0.23008297,0.20808005,0.31457657,0.31486005,0.04730225,0.0,0.0,0.057982355,0.028778173,0.026009588,0.09478327,0.09240468,0.5627175,0.5228401,0.36491787,0.5129156,0.30175614,0.5406114,0.5167892,0.5150995,0.51405627,0.5341581,0.4520252,0.49672252,0.48315778,0.5151579,0.51402324,0.5342192,0.488579,0.4992172
0.5,0.5,0.113232434,0.34338441,0.00397554,0.0,0.0,0.11006162,1.438901e-10,0.1132587,0.3427018,0.1176332,0.0,0.0,0.11002052,1.4513446e-10,0.30609268,0.30719107,0.07073916,0.0,0.0,0.020360982,0.025036193,0.024635889,0.06688548,0.061625216,0.5312816,0.5580448,0.37068656,0.6223331,0.38616216,0.50706494,0.51678985,0.51509935,0.5140566,0.6047823,0.49874204,0.49973243,0.48315725,0.5151576,0.51402354,0.60483646,0.5350722,0.5074567
