lookAtPositionX,lookAtPositionY,eyeBlinkLeft,eyeLookDownLeft,eyeLookInLeft,eyeLookOutLeft,eyeLookUpLeft,eyeSquintLeft,eyeWideLeft,eyeBlinkRight,eyeLookDownRight,eyeLookInRight,eyeLookOutRight,eyeLookUpRight,eyeSquintRight,eyeWideRight,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,noseSneerLeft,noseSneerRight,facePositionX,facePositionY,facePositionZ,faceEulerAnglesX,faceEulerAnglesY,faceEulerAnglesZ,leftEyePositionX,leftEyePositionY,leftEyePositionZ,leftEyeEulerAnglesX,leftEyeEulerAnglesY,leftEyeEulerAnglesZ,rightEyePositionX,rightEyePositionY,rightEyePositionY_40,rightEyeEulerAnglesX,rightEyeEulerAnglesY,rightEyeEulerAnglesZ
0.5,0.5,0.11691332,0.33675173,0.0047003096,0.0,0.0,0.111331314,1.191317e-11,0.11692326,0.33608606,0.11643525,0.0,0.0,0.111312814,1.2016191e-11,0.2857559,0.28759173,0.074141756,0.0,0.0,0.019431444,0.025064714,0.024980946,0.06685887,0.06215295,0.53051776,0.55787593,0.37158746,0.62345773,0.37900832,0.5081738,0.51678115,0.5150524,0.5140326,0.602934,0.49865893,0.49971995,0.48318544,0.51510173,0.51401925,0.60298324,0.5348755,0.5072801
1.0,0.0,0.0,0.18361537,0.011499992,0.0,0.0,0.13228211,0.078091025,0.0,0.18339896,0.10953466,0.0,0.0,0.1322749,0.07760027,0.31702554,0.3192816,0.058419574,0.0,0.0,0.021203363,0.021351673,0.023704506,0.064302094,0.062144063,0.53048795,0.55784124,0.37672237,0.63275427,0.39229926,0.51788574,0.51675785,0.5149426,0.5139252,0.55605656,0.49658883,0.49961597,0.48320162,0.5149943,0.5139311,0.55611366,0.53332454,0.5037528
1.0,0.0,0.0,0.1716528,0.021416066,0.0,0.0,0.123257585,0.056544732,0.0,0.17153102,0.09893402,0.0,0.0,0.12323544,0.056028247,0.31767747,0.32051787,0.058809757,0.0,0.0,0.021890482,0.020609552,0.023316618,0.0623114,0.061100256,0.5308274,0.558696,0.37698847,0.6307993,0.39266217,0.51679236,0.516764,0.51493955,0.5139346,0.5524343,0.49344677,0.49931026,0.48319453,0.5149881,0.5139414,0.5524878,0.5300166,0.5031607
1.0,0.0,8.6320375e-05,0.19511488,0.016570322,0.0,0.0,0.1210866,0.027778309,8.6464985e-05,0.19491875,0.10404624,0.0,0.0,0.121062696,0.027460793,0.32214132,0.3247711,0.06144514,0.0,0.0,0.02224515,0.023921914,0.025943106,0.069469996,0.06736868,0.5272269,0.5550227,0.38399145,0.6213113,0.38347402,0.5197422,0.5167686,0.5149386,0.51395166,0.5595728,0.49496916,0.49939775,0.48318732,0.51498973,0.5139595,0.55962914,0.53154737,0.5037776
0.0,0.0,0.008258837,0.17239806,0.2081488,0.0,0.0,0.09753365,0.0018297905,0.008306271,0.17374322,0.0,0.089721985,0.0,0.09733678,0.0018226516,0.32219753,0.32264614,0.060049556,0.0,0.0,0.019138336,0.02839371,0.021752309,0.06737126,0.065927766,0.5296702,0.5601508,0.3808121,0.61872536,0.35908705,0.50550085,0.51679045,0.5149319,0.5139863,0.55309486,0.43678972,0.4932807,0.48315954,0.5149908,0.5140001,0.55315965,0.47276187,0.49709457
0.0,0.0,0.012958282,0.18090984,0.22645822,0.0,0.0,0.09976659,0.0003535218,0.013009807,0.1824562,0.0,0.108359225,0.0,0.099579275,0.0003523432,0.32396343,0.32434565,0.06056227,0.0,0.0,0.019279826,0.028703172,0.022170328,0.06767997,0.06603829,0.52944946,0.5600535,0.38119093,0.6200331,0.3590287,0.50545967,0.5167911,0.51493156,0.51398855,0.55578274,0.43127805,0.49232584,0.48316064,0.5149908,0.51400244,0.5558478,0.46713102,0.49631605
0.0,0.0,0.014357271,0.18501341,0.23024808,0.0,0.0,0.100440696,0.000113939765,0.014400507,0.18662398,0.0,0.11209732,0.0,0.10022574,0.000113663235,0.32735598,0.32767045,0.060374923,0.0,0.0,0.019127376,0.029105136,0.021929001,0.06683334,0.06521161,0.5295518,0.5600909,0.3813094,0.61994934,0.36017776,0.50494087,0.51679134,0.5149296,0.5139891,0.55706435,0.43013358,0.49201816,0.4831606,0.51498944,0.5140041,0.5571303,0.46599174,0.49610028
1.0,1.0,0.33923042,0.43840504,0.0,0.028594313,0.0,0.09812345,0.0,0.3389195,0.43693087,0.15008087,0.0,0.0,0.09817858,0.0,0.27046403,0.2727866,0.10720701,0.0,0.0,0.035638064,0.02531919,0.031394508,0.069928735,0.07172951,0.5287563,0.5586394,0.3805048,0.66085804,0.3736483,0.5197122,0.51677173,0.5149159,0.5139703,0.63406926,0.50828975,0.50227755,0.4831841,0.5149757,0.51398766,0.63413584,0.5440795,0.5120993
1.0,1.0,0.3626081,0.45023823,0.0,0.03137523,0.0,0.098949395,0.0,0.36217955,0.4486667,0.15220308,0.0,0.0,0.09901781,0.0,0.23658302,0.2391272,0.11868297,0.0,0.0,0.03474168,0.02535509,0.03119533,0.070680566,0.07191629,0.5286506,0.55920786,0.38076884,0.6562695,0.37228078,0.5179573,0.5167709,0.5149235,0.51398534,0.6375298,0.50929356,0.5026226,0.4831825,0.514982,0.51398957,0.6375907,0.54481643,0.51263404
0.0,1.0,0.3937478,0.4523595,0.036314584,0.0,0.0,0.093642935,0.0,0.3927652,0.45211613,0.08415132,0.0,0.0,0.09364601,0.0,0.21131161,0.2130171,0.124830715,0.0,0.0,0.022233862,0.024327602,0.025779692,0.062846534,0.06225389,0.5293083,0.5618224,0.37888134,0.6484713,0.36998636,0.5086429,0.5167612,0.5149148,0.5139847,0.63817805,0.48941487,0.49699816,0.48319137,0.51498014,0.5139868,0.638245,0.5248091,0.50703645
0.0,1.0,0.4200869,0.45049465,0.028564656,0.0,0.0,0.10045638,0.0,0.41854343,0.45011783,0.090826295,0.0,0.0,0.10045976,0.0,0.21308665,0.21492244,0.12623052,0.0,0.0,0.021876737,0.024547959,0.026250647,0.06261877,0.06152148,0.5292511,0.5617932,0.3786739,0.6479499,0.36989978,0.510339,0.5167612,0.5149148,0.5139847,0.6376106,0.49169686,0.49765542,0.48319137,0.51498014,0.5139868,0.637677,0.52679586,0.50756645
0.0,1.0,0.4500066,0.44145715,0.028236775,0.0,0.0,0.11129137,0.0,0.44818598,0.4410973,0.09057663,0.0,0.0,0.11129355,0.0,0.20816197,0.2100004,0.12663917,0.0,0.0,0.021053517,0.024761813,0.02646693,0.06320128,0.06165875,0.52950865,0.56195676,0.37804782,0.6508848,0.36993048,0.5106239,0.51675504,0.5149104,0.51397073,0.63484496,0.49184817,0.49774677,0.48319566,0.5149773,0.513972,0.6349125,0.526823,0.50741434
0.5,0.0,0.0,0.19056675,0.033035535,0.0,0.0,0.14891413,0.093896896,0.0,0.19058178,0.089634374,0.0,0.0,0.14891791,0.09489503,0.29471004,0.29374823,0.03950426,0.0,0.0,0.056951694,0.039238587,0.02693538,0.041918628,0.032683317,0.5314313,0.5635367,0.37668395,0.6514776,0.38357508,0.5076702,0.51675206,0.5149214,0.51398474,0.55819905,0.48998237,0.49882874,0.48319754,0.51499283,0.51399076,0.55827856,0.5271963,0.50318277
0.5,0.0,0.0,0.18774237,0.031125959,0.0,0.0,0.1433718,0.0965929,0.0,0.18774198,0.092223376,0.0,0.0,0.14335923,0.09719218,0.29705262,0.29646188,0.03983241,0.0,0.0,0.058133177,0.03678113,0.025977347,0.039497852,0.03134643,0.5313825,0.5635366,0.37704417,0.65489995,0.38560775,0.50803375,0.51675206,0.5149214,0.51398474,0.55744046,0.4906339,0.4989193,0.48319754,0.51499283,0.51399076,0.5575204,0.52805054,0.5032395
0.5,0.0,0.0,0.18653694,0.041152902,0.0,0.0,0.14744979,0.09499665,0.0,0.18662593,0.08231364,0.0,0.0,0.1474283,0.0957326,0.31029433,0.30935386,0.040635083,0.0,0.0,0.058728527,0.037156295,0.02587722,0.03961749,0.03146008,0.5318248,0.5633554,0.37741825,0.6573219,0.3869201,0.5065375,0.5167539,0.51493984,0.5140063,0.55708647,0.48755985,0.49857363,0.48319992,0.5150115,0.5140172,0.55716735,0.5250246,0.50287247
0.0,0.0,0.0,0.09747948,0.24470821,0.0,0.0,0.14738888,0.11171923,0.0,0.09854362,0.0,0.12820184,0.0,0.14717418,0.11137968,0.21378057,0.214326,0.07204167,0.0,0.0,0.017584546,0.024413422,0.021081109,0.06787359,0.06599981,0.53173494,0.5628232,0.37807688,0.64254415,0.38741562,0.5066787,0.51675475,0.51498455,0.5140503,0.53013325,0.4254095,0.49551603,0.4832,0.5150605,0.5140669,0.5302157,0.46093222,0.4976386
0.0,0.0,0.0,0.10916183,0.24401781,0.0,0.0,0.14467943,0.092876144,0.0,0.11031926,0.0,0.12729008,0.0,0.14449419,0.092611074,0.22007358,0.22057843,0.071072824,0.0,0.0,0.017321743,0.024252145,0.021207578,0.06897406,0.067254424,0.5317015,0.5627277,0.378221,0.6422074,0.38733622,0.50693065,0.51675475,0.51498455,0.5140503,0.5337389,0.42575723,0.49500123,0.4832,0.5150605,0.5140669,0.5338216,0.46134242,0.4973837
0.0,0.0,0.0,0.11683955,0.26354966,0.0,0.0,0.14267331,0.08848524,0.0,0.11816109,0.0,0.14695711,0.0,0.14250168,0.08831152,0.217159,0.21741518,0.07177806,0.0,0.0,0.017883241,0.024095478,0.020564534,0.06823119,0.06574348,0.5316966,0.5628087,0.37830803,0.64323413,0.38724494,0.5060156,0.5167582,0.5149924,0.51405317,0.53614265,0.41974795,0.494214,0.48319513,0.51506865,0.5140706,0.53622586,0.45526978,0.49675792
1.0,0.0,0.0851595,0.3017234,0.055815104,0.0,0.0,0.10904602,3.6090532e-05,0.08512168,0.30195737,0.06499587,0.0,0.0,0.10904732,3.6055244e-05,0.3225375,0.3222446,0.086684294,0.0,0.0,0.028659444,0.0773138,0.06638696,0.063321374,0.06408106,0.53799266,0.59226984,0.3469994,0.6001714,0.39292237,0.4947022,0.5167621,0.5150115,0.5140684,0.5921742,0.4832592,0.49687904,0.48319137,0.51509225,0.5140901,0.59226435,0.51953274,0.5036448
1.0,0.0,0.075598076,0.27242306,0.07504551,0.0,0.0,0.11545859,2.988061e-06,0.07538296,0.2728963,0.045272198,0.0,0.0,0.11543763,2.985141e-06,0.2748333,0.2732845,0.07153957,0.0,0.0,0.044022124,0.055440918,0.045002468,0.043697275,0.041744523,0.5378044,0.5896938,0.3487017,0.6034832,0.39405948,0.49113494,0.5167621,0.5150115,0.5140684,0.5834662,0.47736806,0.4961879,0.48319137,0.51509225,0.5140901,0.5835562,0.51361436,0.50229627
1.0,0.0,0.08052223,0.29588047,0.06981897,0.0,0.0,0.10193625,2.47392e-07,0.08007908,0.2963051,0.051186122,0.0,0.0,0.101895295,2.471504e-07,0.2842216,0.28253365,0.06603948,0.0,0.0,0.04222703,0.052211788,0.038917515,0.04248065,0.03907681,0.53719765,0.5891631,0.34962016,0.60130024,0.39261368,0.49299702,0.51676065,0.5150227,0.5140815,0.5904681,0.4790551,0.4961696,0.48319167,0.5151052,0.51410514,0.5905607,0.5154129,0.50282204
0.5,0.0,0.06596495,0.21889056,0.09489786,0.0,0.0,0.086022794,5.935023e-16,0.06588858,0.219541,0.023436114,0.0,0.0,0.085961394,5.9292163e-16,0.26008058,0.26049966,0.0755197,0.0,0.0,0.027671019,0.0310997,0.0232122,0.07270209,0.06797381,0.5361337,0.58348143,0.35513043,0.60138106,0.39638665,0.49630484,0.51676464,0.5150312,0.5141108,0.56704986,0.4713037,0.4961308,0.48318386,0.5151169,0.5141369,0.5671442,0.5071117,0.50096077
0.5,0.0,0.06977901,0.22210875,0.10013054,0.0,0.0,0.08905656,4.9138135e-17,0.0697199,0.2228148,0.018030917,0.0,0.0,0.08900453,4.9090072e-17,0.26081893,0.26126242,0.076527,0.0,0.0,0.028278861,0.03281142,0.024807608,0.07522111,0.070503116,0.5362489,0.58327794,0.35533255,0.6012139,0.39734358,0.49598697,0.51676464,0.5150312,0.5141108,0.5680604,0.469826,0.49586973,0.48318386,0.5151169,0.5141369,0.5681546,0.5055923,0.500767
0.5,0.0,0.072249904,0.2274484,0.096884124,0.0,0.0,0.08712577,4.068318e-18,0.07217626,0.22813122,0.021507178,0.0,0.0,0.087078474,4.0643383e-18,0.25086516,0.2511986,0.07671566,0.0,0.0,0.029982364,0.032348633,0.024153823,0.07442535,0.06930723,0.53611875,0.58307815,0.3556773,0.60153174,0.39796647,0.49682218,0.51676834,0.5150295,0.5141152,0.5696885,0.47084677,0.4959126,0.48317945,0.515115,0.514141,0.5697828,0.5066634,0.50093603
1.0,0.5,0.21233824,0.37581804,0.0,0.009048136,0.0,0.07862522,8.982232e-27,0.21219465,0.37497658,0.13049114,0.0,0.0,0.078623734,8.9734415e-27,0.24751453,0.24877387,0.0901528,0.0,0.0,0.031704653,0.027128022,0.02472846,0.08186567,0.07743219,0.53095275,0.58046097,0.35779655,0.6228242,0.38970432,0.5346985,0.5167718,0.5150395,0.5141281,0.61478937,0.50267565,0.5006253,0.48317486,0.5151231,0.51415116,0.6148827,0.53879774,0.50906456
1.0,0.5,0.21062629,0.38163874,0.0,0.012301939,0.0,0.07827999,7.436707e-28,0.2105052,0.38072094,0.13407722,0.0,0.0,0.07827665,7.4294255e-28,0.24171521,0.24299479,0.09129111,0.0,0.0,0.031395376,0.027281057,0.024598802,0.08191389,0.0770895,0.5308661,0.58010465,0.35794115,0.62088233,0.39107162,0.53438836,0.5167718,0.5150395,0.5141281,0.6165675,0.50364894,0.5008664,0.48317486,0.5151231,0.51415116,0.6166611,0.5398398,0.5094568
1.0,0.5,0.21401702,0.37591308,0.0,0.01120921,0.0,0.079604305,6.1571114e-29,0.2139176,0.3750324,0.1327612,0.0,0.0,0.07960087,6.1510766e-29,0.24312834,0.24455346,0.090892315,0.0,0.0,0.028765433,0.027268728,0.025104936,0.07880388,0.07447597,0.5313045,0.5799874,0.3582177,0.62275463,0.394706,0.5313931,0.5167722,0.5150412,0.5141314,0.6149287,0.50329167,0.5007702,0.48317334,0.5151245,0.51415366,0.61502165,0.5394386,0.5092255
0.0,0.5,0.18646437,0.36422995,0.17003167,0.0,0.0,0.09791743,1.359398e-37,0.18652335,0.36629638,0.0,0.0483232,0.0,0.09766862,1.3580664e-37,0.26678,0.26645377,0.07371545,0.0,0.0,0.027669238,0.036134012,0.02687855,0.081738465,0.07305496,0.54112726,0.57820606,0.36200133,0.6527977,0.44326404,0.4462974,0.51676995,0.5150424,0.51413155,0.6117682,0.44944805,0.48852932,0.4831755,0.51512706,0.514156,0.61186355,0.485707,0.49674833
0.0,0.5,0.1919234,0.35912097,0.17752339,0.0,0.0,0.100197144,1.1254928e-38,0.19198656,0.3612838,0.0,0.055857472,0.0,0.09995742,1.12439e-38,0.26041272,0.26007536,0.07619121,0.0,0.0,0.027817272,0.036701918,0.02730138,0.08174114,0.07266084,0.54130954,0.5779996,0.36207986,0.65250033,0.44386357,0.44575703,0.51676995,0.5150424,0.51413155,0.6102736,0.44717938,0.48818216,0.4831755,0.51512706,0.514156,0.6103691,0.48344344,0.49628556
0.0,0.5,0.19751137,0.3605442,0.16968584,0.0,0.0,0.10086089,9.31834e-40,0.19758105,0.36258993,0.0,0.04834609,0.0,0.1005841,9.30926e-40,0.25032708,0.2500653,0.07640675,0.0,0.0,0.027885359,0.03665172,0.02718647,0.0825575,0.07340931,0.54088306,0.5778339,0.3623433,0.6517584,0.4442299,0.4479671,0.51676667,0.5150428,0.51412815,0.6108049,0.4495384,0.48865172,0.48317757,0.5151286,0.5141531,0.6109014,0.48569727,0.49677503
1.0,1.0,0.3614693,0.42094472,0.043722052,0.0,0.0,0.10807751,0.0,0.36128488,0.42097947,0.076589115,0.0,0.0,0.10790423,0.0,0.18799563,0.18789822,0.115503006,0.0,0.0,0.026064591,0.038411606,0.03331031,0.095108174,0.079584435,0.5400137,0.5768912,0.36254686,0.6464975,0.4406374,0.45198402,0.5167552,0.5150445,0.51411945,0.6286367,0.48713204,0.4966148,0.4831869,0.51513565,0.51414955,0.62873816,0.5226701,0.5059672
1.0,1.0,0.37451905,0.42366627,0.04973997,0.0,0.0,0.10804956,0.0,0.3744178,0.4238089,0.07052141,0.0,0.0,0.10792207,0.0,0.19774519,0.19760855,0.11255933,0.0,0.0,0.025732001,0.037205487,0.033520974,0.09466452,0.0799167,0.5398723,0.57658774,0.3629031,0.64706516,0.44014668,0.45201802,0.5167552,0.5150445,0.51411945,0.6293337,0.48523292,0.49609336,0.4831869,0.51513565,0.51414955,0.62943506,0.52073777,0.5054898
1.0,1.0,0.37630388,0.4216412,0.024311563,0.0,0.0,0.10941887,0.0,0.37610334,0.42133033,0.095901966,0.0,0.0,0.10928765,0.0,0.2006367,0.20049116,0.11357568,0.0,0.0,0.025479658,0.037498135,0.033789676,0.094408736,0.079181924,0.5396022,0.57647264,0.36287403,0.6459329,0.44003525,0.45283145,0.5167548,0.5150465,0.5141215,0.62882125,0.49276707,0.4980942,0.4831856,0.51513875,0.5141532,0.6289242,0.5282733,0.50745165
1.0,0.0,0.0016479394,0.1801349,0.09447204,0.0,0.0,0.123207726,0.008881763,0.0016545487,0.18076329,0.026433755,0.0,0.0,0.123054,0.008791149,0.30285826,0.30282158,0.05948984,0.0,0.0,0.023572756,0.03366961,0.027959766,0.085251115,0.07625026,0.53988093,0.57674855,0.364363,0.6541485,0.44182158,0.45580474,0.5167474,0.5150474,0.5141173,0.55496174,0.47134876,0.49683958,0.48318893,0.51514286,0.5141516,0.55506974,0.50805193,0.5008904
1.0,0.0,0.00037348986,0.17365071,0.10516094,0.0,0.0,0.12078666,0.013758038,0.00037461135,0.17435169,0.015238398,0.0,0.0,0.120632686,0.01364854,0.29315478,0.29314405,0.058982894,0.0,0.0,0.023703486,0.032627285,0.02708254,0.0830979,0.07426045,0.5400804,0.5767865,0.36438727,0.65257937,0.4435024,0.45587158,0.5167474,0.5150474,0.5141173,0.5530307,0.4680851,0.49660468,0.48318893,0.51514286,0.5141516,0.55313826,0.5046492,0.500496
1.0,0.0,0.004051536,0.1828096,0.093500175,0.0,0.0,0.121459335,0.0054447516,0.0040779356,0.18343505,0.02698519,0.0,0.0,0.121308595,0.0054012155,0.28954965,0.28954324,0.058287684,0.0,0.0,0.022662,0.0326104,0.027541758,0.08273588,0.074315034,0.5403686,0.5768635,0.36429477,0.6531941,0.4466802,0.4566928,0.51674646,0.5150476,0.514118,0.55603695,0.47158033,0.49680325,0.48319,0.5151435,0.5141526,0.55614513,0.5081526,0.5009193
0.0,1.0,0.37940228,0.42422047,0.12230978,0.0,0.0,0.0957378,4.94234e-10,0.37939477,0.42571315,0.0,0.0025511489,0.0,0.095601805,4.913333e-10,0.13062371,0.13063832,0.12161305,0.0,0.0,0.025739716,0.030996552,0.029401623,0.08936948,0.07990944,0.53910875,0.57495975,0.36488205,0.6394546,0.43981212,0.46161863,0.51673824,0.5150464,0.51410943,0.6300473,0.46384525,0.49038795,0.48319685,0.51514435,0.51414514,0.630157,0.49920315,0.49978775
0.0,1.0,0.38597628,0.42828092,0.12408156,0.0,0.0,0.099473186,4.4462687e-11,0.38595814,0.42981577,0.0,0.004334684,0.0,0.099322215,4.4201726e-11,0.13121757,0.13123049,0.122389875,0.0,0.0,0.025704123,0.031322826,0.029698052,0.09021569,0.08025461,0.53906953,0.57491994,0.36503828,0.63977057,0.43989667,0.46156687,0.51673824,0.5150464,0.51410943,0.6311524,0.4634405,0.4901941,0.48319685,0.51514435,0.51414514,0.6312619,0.49876934,0.49966928
0.0,1.0,0.37934238,0.4265084,0.124739036,0.0,0.0,0.09924871,3.6812224e-12,0.3793324,0.42805398,0.0,0.0050358283,0.0,0.09909947,3.6596143e-12,0.12364837,0.12367517,0.12318365,0.0,0.0,0.026130045,0.03095867,0.0293136,0.089896195,0.08014972,0.5389613,0.5748286,0.36506772,0.6399958,0.43971395,0.46157908,0.51673645,0.5150458,0.5141079,0.6304977,0.46331224,0.4902112,0.4831986,0.51514465,0.5141437,0.63060826,0.4986402,0.4996365
0.5,0.5,0.21745704,0.38010645,0.120431885,0.0,0.0,0.09005204,8.831366e-21,0.21752274,0.38148087,0.0012637184,0.0,0.0,0.089958705,8.779535e-21,0.24539708,0.24537939,0.079751946,0.0,0.0,0.023722492,0.033009116,0.027918959,0.08268156,0.07459179,0.53874105,0.5753944,0.36487225,0.6408787,0.4369675,0.46373263,0.5167333,0.5150466,0.5141075,0.61636955,0.46430004,0.4915459,0.4831995,0.5151485,0.5141437,0.61648566,0.50045854,0.5001088
0.5,0.5,0.21581912,0.37336603,0.10588979,0.0,0.0,0.09129546,7.3118e-22,0.21585931,0.3744848,0.01572305,0.0,0.0,0.09119252,7.2688804e-22,0.24043477,0.24041925,0.082041636,0.0,0.0,0.023740673,0.03384395,0.028604932,0.08359303,0.07491681,0.538474,0.5751678,0.3645988,0.64020216,0.43609312,0.4655442,0.5167333,0.5150466,0.5141075,0.61428905,0.46846962,0.49267003,0.4831995,0.5151485,0.5141437,0.6144051,0.5046495,0.5010828
0.5,0.5,0.2148422,0.3728799,0.105908476,0.0,0.0,0.09244514,6.053693e-23,0.21488191,0.37399927,0.015565201,0.0,0.0,0.0923521,6.018161e-23,0.23965923,0.23964293,0.08236565,0.0,0.0,0.02369199,0.03433374,0.029078415,0.08360209,0.074483424,0.5384591,0.5750538,0.3646931,0.6395837,0.43549588,0.4657373,0.5167329,0.51504606,0.5141097,0.6141194,0.46856955,0.49270445,0.48320007,0.51514834,0.51414573,0.61423576,0.50471693,0.50109684
0.0,0.5,0.27223092,0.41806415,0.19023038,0.0,0.0,0.09240846,1.3365649e-31,0.27185482,0.42079034,0.0,0.07029735,0.0,0.09219612,1.3287195e-31,0.23114593,0.2302408,0.0862882,0.0,0.0,0.022663053,0.035223324,0.02703454,0.08445299,0.07531068,0.5459339,0.57586646,0.36414355,0.63941836,0.46095982,0.40829545,0.51673156,0.5150446,0.5141047,0.6284557,0.44381976,0.48527578,0.48320085,0.5151486,0.5141404,0.62857234,0.4792638,0.49454886
0.0,0.5,0.4486135,0.54974,0.055167526,0.0,0.0,0.08303751,1.1065886e-32,0.43760675,0.5500271,0.0619275,0.0,0.0,0.08286642,1.1000931e-32,0.265875,0.24849582,0.12971026,0.0,0.0,0.03012543,0.04403412,0.028011791,0.08928832,0.07202663,0.54976845,0.57706434,0.3686049,0.60652435,0.46092725,0.27286923,0.51673156,0.5150446,0.5141047,0.6681587,0.484122,0.49445024,0.48320085,0.5151486,0.5141404,0.66826946,0.5178864,0.50625587
0.0,0.5,0.37370822,0.4694248,0.09339198,0.0,0.0,0.09086661,9.16184e-34,0.3645788,0.47047743,0.024039924,0.0,0.0,0.090718806,9.108058e-34,0.2735431,0.26544467,0.11140807,0.0,0.0,0.028245633,0.049031407,0.029299118,0.08700915,0.069490425,0.55015594,0.5740873,0.36859965,0.64358634,0.44938925,0.30294442,0.5167291,0.51504236,0.5141027,0.6436014,0.47267592,0.49193403,0.4832036,0.5151481,0.5141405,0.6437166,0.5070769,0.502092
1.0,0.0,0.13640356,0.3593167,0.0,0.064814016,0.0,0.07028549,2.02e-42,0.13400315,0.35777387,0.18476726,0.0,0.0,0.07034151,2.014e-42,0.36172676,0.36171928,0.04402374,0.0,0.0,0.052479133,0.032588266,0.024635907,0.08467391,0.07915874,0.4470343,0.5923422,0.23346117,0.4905204,0.5750766,0.4571243,0.51672953,0.51504433,0.514109,0.6098403,0.51936376,0.5043224,0.48320073,0.5151531,0.51414746,0.6099632,0.5551299,0.51229644
1.0,0.0,0.13129334,0.3646997,0.0,0.04601674,0.0,0.06620392,1.67e-43,0.12977497,0.36341932,0.16646765,0.0,0.0,0.06621348,1.67e-43,0.36165935,0.3616003,0.05411514,0.0,0.0,0.049836647,0.031213196,0.023113634,0.07933335,0.07490375,0.4467544,0.59195143,0.23447943,0.48763913,0.57829714,0.46843794,0.5167302,0.51504785,0.51411366,0.61159694,0.51376337,0.5031235,0.4832013,0.515157,0.5141533,0.6117208,0.5496416,0.5112599
1.0,0.0,0.13649164,0.35183823,0.0,0.070041075,0.0,0.06837052,8e-45,0.13504559,0.35024992,0.19026552,0.0,0.0,0.06838636,8e-45,0.35904667,0.35902432,0.052939504,0.0,0.0,0.04611745,0.032129347,0.024587763,0.08512078,0.07988612,0.4469237,0.591529,0.23417863,0.49309304,0.56995606,0.46721873,0.5167302,0.51504785,0.51411366,0.6075935,0.5209073,0.5045683,0.4832013,0.515157,0.5141533,0.6077174,0.55678946,0.51239806
0.5,0.5,0.12562872,0.3937676,0.0,0.0034181247,0.0,0.06335278,0.0,0.12521657,0.3930666,0.12527867,0.0,0.0,0.0633546,0.0,0.37881145,0.37870446,0.038689926,0.0,0.0,0.06118392,0.027601754,0.022190474,0.06333138,0.060355116,0.44668758,0.590424,0.23730847,0.5267417,0.56306183,0.519416,0.51672935,0.5150537,0.51412565,0.62038064,0.5008999,0.50022095,0.48319763,0.5151641,0.51416016,0.6205052,0.5370487,0.5090968
0.5,0.5,0.13386975,0.39111474,0.0,0.06624952,0.0,0.06413563,0.0,0.13330199,0.3893707,0.18676409,0.0,0.0,0.06413582,0.0,0.3687635,0.36893722,0.040210746,0.0,0.0,0.069921836,0.026768247,0.022533437,0.064249605,0.061174907,0.44311425,0.59020364,0.2367971,0.54096395,0.5438798,0.54121166,0.516727,0.51505244,0.51412374,0.61955637,0.51955885,0.50476664,0.48320118,0.5151614,0.5141565,0.6196784,0.5553378,0.5134736
0.5,0.5,0.12145188,0.3648277,0.0,0.22476758,0.0,0.091305315,0.0,0.12064119,0.36084276,0.3415316,0.0,0.0,0.09132225,0.0,0.38082334,0.38466245,0.029498007,0.0,0.0,0.071018316,0.027834604,0.025903743,0.07304217,0.068336606,0.4431253,0.58994085,0.23688689,0.54703265,0.49794295,0.51398975,0.516727,0.51505244,0.51412374,0.61244947,0.56695884,0.5152676,0.48320118,0.5151614,0.5141565,0.6125709,0.6017706,0.52313083
0.5,0.5,0.04269387,0.30317646,0.0,0.085567325,0.0,0.09395754,2.4400785e-07,0.042098347,0.3016063,0.2072117,0.0,0.0,0.09395913,2.4652576e-07,0.338924,0.3401691,0.03546348,0.0,0.0,0.07617716,0.026513854,0.023905136,0.064406194,0.0612165,0.44341397,0.5870935,0.24235862,0.5739171,0.53514624,0.55469304,0.51672983,0.5150544,0.51413316,0.5927524,0.52564263,0.5048099,0.48319858,0.5151627,0.5141616,0.592875,0.5621647,0.5116496
0.5,0.5,0.034582857,0.28738916,0.0,0.20347014,0.0,0.12904863,0.003726054,0.033207387,0.28446564,0.32311308,0.0,0.0,0.12930793,0.0037929015,0.40006372,0.40109053,0.028162215,0.0,0.0,0.08766654,0.033969473,0.029510532,0.08761394,0.07890559,0.44852662,0.58696705,0.2426157,0.57434654,0.51515925,0.47191435,0.5167299,0.5150535,0.5141327,0.5884505,0.56117177,0.51090664,0.48319772,0.5151629,0.514159,0.5885742,0.5971697,0.5172796
0.5,0.5,0.0101798745,0.270486,0.0,0.08680788,0.0,0.114642486,0.02295497,0.010200182,0.26908132,0.20998064,0.0,0.0,0.11469683,0.024077507,0.35463303,0.35498086,0.029532742,0.0,0.0,0.082178056,0.030412078,0.023433603,0.07926026,0.07112907,0.4556545,0.5872125,0.24083585,0.5537988,0.5707887,0.41184375,0.5167299,0.5150535,0.5141327,0.5827982,0.52615577,0.5043692,0.48319772,0.5151629,0.514159,0.5829234,0.56326854,0.51056033
