lookAtPositionX,lookAtPositionY,eyeBlinkLeft,eyeLookDownLeft,eyeLookInLeft,eyeLookOutLeft,eyeLookUpLeft,eyeSquintLeft,eyeWideLeft,eyeBlinkRight,eyeLookDownRight,eyeLookInRight,eyeLookOutRight,eyeLookUpRight,eyeSquintRight,eyeWideRight,browDownLeft,browDownRight,browInnerUp,browOuterUpLeft,browOuterUpRight,cheekPuff,cheekSquintLeft,cheekSquintRight,noseSneerLeft,noseSneerRight,facePositionX,facePositionY,facePositionZ,faceEulerAnglesX,faceEulerAnglesY,faceEulerAnglesZ,leftEyePositionX,leftEyePositionY,leftEyePositionZ,leftEyeEulerAnglesX,leftEyeEulerAnglesY,leftEyeEulerAnglesZ,rightEyePositionX,rightEyePositionY,rightEyePositionZ,rightEyeEulerAnglesX,rightEyeEulerAnglesY,rightEyeEulerAnglesZ
0.009307802,0.0004800558,4.8664526e-14,0.017510261,0.11735463,0.0,0.0,0.23717201,0.6636066,4.9155917e-14,0.017598469,0.002277552,0.0,0.0,0.23717998,0.6637361,0.061428294,0.06367665,0.06740581,5.9870716e-05,5.9665166e-05,0.04535453,0.009759395,0.008873228,0.06353449,0.06011492,0.488634,0.5555282,0.33295363,0.66658413,0.49193993,0.6695594,0.5166848,0.5148457,0.5140932,0.50529486,0.46411386,0.4996203,0.48323697,0.5148572,0.51415014,0.50530803,0.50064844,0.50000685
0.86972904,0.75928617,1.567432e-20,0.18398772,0.0,0.022575673,0.0,0.19930597,0.28933245,1.5832604e-20,0.18336344,0.14594086,0.0,0.0,0.19925816,0.29065564,0.13005978,0.13008112,0.055873226,1.9283755e-11,1.9217556e-11,0.042224403,0.014329003,0.012209743,0.06376903,0.05570544,0.48997182,0.5526234,0.3336711,0.67747456,0.49624553,0.66673326,0.5166639,0.51485705,0.51406425,0.55615216,0.5070163,0.50079125,0.48325947,0.5148721,0.5141333,0.5561777,0.5444499,0.5050085
0.96414703,0.09611809,5.0485465e-27,0.07686694,0.0,0.0006875871,0.0,0.21129254,0.6971752,5.0995212e-27,0.07670341,0.12178451,0.0,0.0,0.21134499,0.6975037,0.07438749,0.07608357,0.06320464,8.5258347e-07,8.496991e-07,0.040553953,0.008600586,0.008935983,0.07178525,0.06409283,0.48892078,0.55437464,0.3334203,0.6619957,0.4989862,0.67756957,0.5166625,0.5148799,0.5140646,0.5234151,0.50014627,0.50000685,0.4832497,0.5148902,0.51413256,0.52343005,0.537091,0.5017378
0.48602253,0.59231746,0.00047224129,0.21017759,0.0,0.069214396,0.0,0.1608298,0.06511346,0.00046757044,0.20905451,0.18843797,0.0,0.0,0.16310325,0.07306149,0.25070336,0.24940702,0.06337155,2.7460843e-13,2.7367938e-13,0.03862139,0.018335404,0.014189537,0.07303342,0.05472714,0.52602994,0.5611778,0.30803308,0.60950184,0.40382558,0.5042706,0.51667345,0.5149045,0.5141026,0.56425244,0.52096605,0.5027084,0.4832341,0.51491493,0.5141716,0.56427336,0.5570842,0.5073621
0.98341745,0.5933113,0.0006226411,0.25587097,0.0,0.009873133,0.0,0.1543661,0.0522072,0.00062244956,0.25518698,0.13169253,0.0,0.0,0.15365465,0.052169103,0.1935561,0.1932871,0.073472984,8.844858e-20,8.81493e-20,0.028060736,0.015461217,0.013345872,0.06594487,0.047469653,0.5454365,0.5670326,0.38790852,0.72107327,0.33748037,0.5846085,0.51666373,0.5149267,0.5140996,0.5781622,0.50290835,0.50045836,0.48323715,0.5149501,0.51417553,0.5782006,0.53966266,0.50624746
0.70319426,0.7577271,0.051781356,0.2848864,0.023007052,0.0,0.0,0.10643793,2.8365832e-14,0.051779784,0.28457823,0.09926753,0.0,0.0,0.10606354,2.8443234e-14,0.18676077,0.1868028,0.08205376,0.0,0.0,0.02577622,0.014764162,0.0115871085,0.061539445,0.044791877,0.5559133,0.5711807,0.37161994,0.66798794,0.2942502,0.57729816,0.51666576,0.5149931,0.5141356,0.5870165,0.49307063,0.49878177,0.48324206,0.51502866,0.51421756,0.5870707,0.52985364,0.50524867
0.8866209,0.54128814,0.0,0.2274568,0.0,0.012605586,0.0,0.1530548,0.071718834,0.0,0.2268815,0.13532814,0.0,0.0,0.15228362,0.07160381,0.21654616,0.21656379,0.075214386,0.0,0.0,0.03600723,0.014801823,0.012618489,0.06677298,0.048283365,0.55399615,0.56879115,0.3742138,0.68582404,0.2896718,0.593719,0.51666534,0.5150147,0.51413566,0.5695038,0.50378126,0.50052905,0.4832414,0.5150542,0.51422083,0.5695604,0.54090303,0.50572085
0.73191845,0.8562625,0.0036780443,0.2702452,0.0065655964,0.0,0.0,0.14374004,0.0077584493,0.0036465118,0.2697944,0.11587491,0.0,0.0,0.1436117,0.007781322,0.19533078,0.19526546,0.07865833,0.0,0.0,0.033998065,0.015425009,0.013097622,0.066563465,0.04854026,0.5568595,0.5684812,0.37364554,0.714195,0.29125136,0.5776502,0.51666343,0.515026,0.51413876,0.58258337,0.49812952,0.4996882,0.48324355,0.5150708,0.5142267,0.5826482,0.5350212,0.50583714
0.25861967,0.57586914,0.0010904241,0.24204881,0.028769517,0.0,0.0,0.13744561,0.019009372,0.001093819,0.2419128,0.09269552,0.0,0.0,0.13618332,0.018712195,0.26348412,0.26359558,0.055403247,0.0,0.0,0.031533718,0.01742982,0.013684917,0.07194156,0.052083544,0.5587814,0.5699795,0.373763,0.7075341,0.2796225,0.54068685,0.5166663,0.5150419,0.51413536,0.57391673,0.4913528,0.49871233,0.483247,0.515087,0.5142282,0.5739808,0.52805936,0.50417995
0.66483593,0.95530266,0.09857977,0.33149266,0.0,0.024525432,0.0,0.098794684,1.9659356e-07,0.09852929,0.3304691,0.14592566,0.0,0.0,0.09861217,1.941636e-07,0.1814208,0.18157142,0.08337712,0.0,0.0,0.029591532,0.0155430725,0.013738046,0.06352723,0.04766951,0.55805975,0.5695914,0.37279382,0.7032682,0.2850809,0.54911137,0.5166644,0.5150512,0.5141413,0.60123104,0.5073365,0.5015059,0.48324624,0.51509637,0.5142306,0.60129887,0.5436628,0.5089567
